Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/delta-lat-rad,guidance/delta-lon-rad,guidance/heading-to-waypoint-rad,guidance/wp-distance-a,guidance/wp-distance,guidance/heading-to-waypoint-positive,guidance/wp-heading-rad,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/x1,guidance/y1,guidance/x2,guidance/y2,guidance/angle-to-heading-rad,guidance/x1y2,guidance/x2y1,guidance/angle-to-heading-sense,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,simulation/test,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft
0,0,0,0,41.34095480436531,340.3101111153274,-4.633319998829582,0.003372975023408886,4.638594100204067e-019,-0.002465632362286849,88.66172568,7581460.794,328.084017279,1275.50607668,328.0840172786178,-4.164852174274577e-014,2.842170943040401e-014,-8.254078834584046,0.02823714337866342,-18.38846944699117,-8.613833492424465,-17.63492930354646,4.188150582608582,-8.151408172099499,9.280529468054821e-015,-50.42333195932257,328.0840172786178,-4.164852174274577e-014,2.842170943040401e-014,1192.50558896852,-367.0061529678579,264.8634659976763,84.97611428201097,173.969901922444,264.8634659976764,328.0840172786179,-6.896700399231371e-014,-8.002933569019911e-015, 2095.734789,-10.78165406, 13.55483226,-10.78165406, 1505.011867, 3.979907289, 13.55483226, 3.979907289, 3150.439208,77.08075536,45.48951612903226,4.22741935483871,35.42701612903226,12000,12000,1.303594554756947e-015,7.951386703658792e-015,360,1,1.137600854578912e-017,6.938893903907228e-017,-6.404054442328167e-017,-0.2397796422924227,0.7563129711590645,0.4722909466265792,0.3839761379737492,-0.2397796422924227,0.7563129711590645,0.4722909466265792,0.3839761379737492,4.963496882344e-015,-7.2733945975542e-015,36.166666666667,36.349881230134,-116.03333333333,-7418644.040724835,-15188041.80524456,12356063.05591152,-7418644.040724835,-15188041.80524456,12356063.05591152,0,12000,0,6.28618531,0.635776518,-0.631227413,2.02516371,1.29015046,0.67716038,40871012.2,7.57315046,1.29015046,73.9256214,1.29015046,0.9999955,0.0029999955,0.276976303,0.960876749,1.28715046,0.960872425,0.000830927663,1,0,1,0.523,0,-2.27520171e-017,-9.55584718e-016,0.348,0,-9.55584718e-016,-2.38896179e-015,0,0,0,0,-1,-1,4.75517157e-014,0,360.026518,-360.026518,360,-0.0265181014,-0.000462740869,0,-2.27520171e-017,0,0,0,-100,0,0,-8.00293357e-015,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-17317.5,-31.4864,2.044,19.4425,77.7988,0,0,-52.7394,2420.75,130,130,36.166667325595547,-116.03333452746381,20937650.256081983
0.04,1.462291113573125,13.53482520059399,-0.1690127538940403,35.18186446552338,288.2497769935695,-1.333966583146106,1.465669936959649,13.53482459934099,-0.1714703656647778,88.43992911,7571969.411,327.673567016,1275.40082481,327.6734196200749,0.01123098961240248,-0.3105951580020303,-6.030809938238287,0.9764467960315515,59.69404603074701,-7.827123558648868,-16.01310243587704,5.481489043317161,-5.92534752640435,-0.01952134320557213,-49.745580949839,327.6734196200749,0.01123098961240248,-0.3105951580020303,1192.014243179567,-368.0114136247964,265.1733535240534,84.48420036234887,172.9609175245751,265.1733535240535,327.671756447308,0.0008333953595382458,-1.089287401266097, 2095.734789,-10.78165406, 13.55483226,-10.78165406, 1505.011867, 3.979907289, 13.55483226, 3.979907289, 3150.439208,77.08075536,45.48951612903226,4.22741935483871,35.42701612903226,12000.033468064,12000.033468064,0.01653414366857066,0.1361601371601877,359.9981662329628,0.9999992835248555,0.0001443065352997809,0.001188218750602265,-1.617407038653164e-005,-0.2404434381076289,0.7558140615455312,0.4720734157348949,0.3848100149390865,-0.2404439993231496,0.7558133730620003,0.472074518031004,0.384809664270437,-0.054309520685715,0.001963809014355,36.166702552808,36.349917187894,-116.03333333326,-7418596.354775501,-15188056.51471401,12356073.66256572,-7418640.655965835,-15188034.8757463,12356073.66256572,0.00016712296528962,12000.033468064,0,6.2861533,0.63577568,-0.631228039,2.02516371,1.29015023,0.677160298,40871008.5,7.57315023,1.29015023,73.9256084,1.29015023,0.999995596,0.00296799037,0.276976522,0.960876686,1.28718224,0.960872454,0.000822063651,1,0,1,0.523,0,-0.000288575246,-0.0121201603,0.348,0,-0.0376419549,-0.0941048872,-0.0426578895,0,0,0,-1,-1,0.603122265,0,360.024684,-360.024684,360,-0.0246841993,-0.000430739277,-8.95507854e-007,-0.000289470754,0,0,0,-100,-1.24136981,-0.0347583547,-1.12404576,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,-25936,-47.1564,2.044,19.2256,257.534,-0.0935851,0.003384,118.477,3044.62,130,130,36.166703210038364,-116.03333452716362,20937650.290223204
